,bleu_score_Science,bleu_score_Finance,bleu_score_Entertainment
0,0.2175003432140919,0.19348321031152904,0.1384783428132005
1,0.20301029016456654,0.22716291479625803,0.203280743702998
2,0.1834307677982344,0.20790776324965574,0.21148027266181108
3,0.254491284598265,0.18218875663759918,0.13287339422272834
4,0.23663961573465617,0.2754669035039105,0.31671599610011875
